pred: fbmj0, true: fadg0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: mrml0, true: mrem0, file: sa1, noise: SIGNAL015.wav, level: 5 dB.
pred: mjvw0, true: mrem0, file: sa2, noise: SIGNAL022.wav, level: 5 dB.
pred: mctw0, true: mres0, file: sa1, noise: SIGNAL006.wav, level: 5 dB.
pred: mrml0, true: mres0, file: sa2, noise: SIGNAL015.wav, level: 5 dB.
pred: mpmb0, true: mrew1, file: sa1, noise: SIGNAL002.wav, level: 5 dB.
pred: majp0, true: mrew1, file: sa2, noise: SIGNAL018.wav, level: 5 dB.
pred: mmeb0, true: mrfk0, file: sa1, noise: SIGNAL008.wav, level: 5 dB.
pred: mbar0, true: mrfk0, file: sa2, noise: SIGNAL022.wav, level: 5 dB.
pred: mpmb0, true: mrfl0, file: sa1, noise: SIGNAL021.wav, level: 5 dB.
pred: mrfl0, true: mrfl0, file: sa2, noise: SIGNAL009.wav, level: 5 dB.
pred: mctw0, true: mrgg0, file: sa1, noise: SIGNAL022.wav, level: 5 dB.
pred: mtab0, true: mrgg0, file: sa2, noise: SIGNAL012.wav, level: 5 dB.
pred: mrds0, true: mrgm0, file: sa1, noise: SIGNAL017.wav, level: 5 dB.
pred: majp0, true: mrgm0, file: sa2, noise: SIGNAL008.wav, level: 5 dB.
pred: mmeb0, true: mrgs0, file: sa1, noise: SIGNAL008.wav, level: 5 dB.
pred: mkrg0, true: mrgs0, file: sa2, noise: SIGNAL020.wav, level: 5 dB.
pred: mpmb0, true: mrhl0, file: sa1, noise: SIGNAL005.wav, level: 5 dB.
pred: majp0, true: mrhl0, file: sa2, noise: SIGNAL018.wav, level: 5 dB.
pred: mwsh0, true: mrjb1, file: sa1, noise: SIGNAL016.wav, level: 5 dB.
pred: majp0, true: mrjb1, file: sa2, noise: SIGNAL019.wav, level: 5 dB.
pred: mpmb0, true: mrjh0, file: sa1, noise: SIGNAL014.wav, level: 5 dB.
pred: mdwh0, true: mrjh0, file: sa2, noise: SIGNAL011.wav, level: 5 dB.
pred: mjrg0, true: mrjm0, file: sa1, noise: SIGNAL022.wav, level: 5 dB.
pred: mctw0, true: mrjm0, file: sa2, noise: SIGNAL004.wav, level: 5 dB.
pred: mrjm1, true: mrjm1, file: sa1, noise: SIGNAL009.wav, level: 5 dB.
pred: mvjh0, true: mrjm1, file: sa2, noise: SIGNAL017.wav, level: 5 dB.
pred: mctw0, true: mrjm3, file: sa1, noise: SIGNAL006.wav, level: 5 dB.
pred: majp0, true: mrjm3, file: sa2, noise: SIGNAL021.wav, level: 5 dB.
pred: mlnt0, true: mrjm4, file: sa1, noise: SIGNAL023.wav, level: 5 dB.
pred: mrjm4, true: mrjm4, file: sa2, noise: SIGNAL009.wav, level: 5 dB.
pred: mrlr0, true: mrjo0, file: sa1, noise: SIGNAL005.wav, level: 5 dB.
pred: mtpp0, true: mrjo0, file: sa2, noise: SIGNAL020.wav, level: 5 dB.
pred: mjrg0, true: mrjr0, file: sa1, noise: SIGNAL010.wav, level: 5 dB.
pred: mpmb0, true: mrjr0, file: sa2, noise: SIGNAL021.wav, level: 5 dB.
pred: majp0, true: mrjs0, file: sa1, noise: SIGNAL019.wav, level: 5 dB.
pred: majp0, true: mrjs0, file: sa2, noise: SIGNAL007.wav, level: 5 dB.
pred: mrml0, true: mrjt0, file: sa1, noise: SIGNAL015.wav, level: 5 dB.
pred: mctw0, true: mrjt0, file: sa2, noise: SIGNAL003.wav, level: 5 dB.
pred: mrkm0, true: mrkm0, file: sa1, noise: SIGNAL005.wav, level: 5 dB.
pred: fgdp0, true: mrkm0, file: sa2, noise: SIGNAL007.wav, level: 5 dB.
pred: fsag0, true: mrko0, file: sa1, noise: SIGNAL012.wav, level: 5 dB.
pred: mrko0, true: mrko0, file: sa2, noise: SIGNAL016.wav, level: 5 dB.
pred: mpmb0, true: mrld0, file: sa1, noise: SIGNAL014.wav, level: 5 dB.
pred: majp0, true: mrld0, file: sa2, noise: SIGNAL008.wav, level: 5 dB.
pred: mdwh0, true: mrlj0, file: sa1, noise: SIGNAL011.wav, level: 5 dB.
pred: msrg0, true: mrlj0, file: sa2, noise: SIGNAL010.wav, level: 5 dB.
pred: mdrb0, true: mrlj1, file: sa1, noise: SIGNAL014.wav, level: 5 dB.
pred: mclm0, true: mrlj1, file: sa2, noise: SIGNAL017.wav, level: 5 dB.
pred: mmxs0, true: mrlk0, file: sa1, noise: SIGNAL012.wav, level: 5 dB.
pred: mrem0, true: mrlk0, file: sa2, noise: SIGNAL014.wav, level: 5 dB.
pred: mkdt0, true: mrlr0, file: sa1, noise: SIGNAL018.wav, level: 5 dB.
pred: mtbc0, true: mrlr0, file: sa2, noise: SIGNAL006.wav, level: 5 dB.
pred: mbar0, true: mrmb0, file: sa1, noise: SIGNAL010.wav, level: 5 dB.
pred: mrtj0, true: mrmb0, file: sa2, noise: SIGNAL013.wav, level: 5 dB.
pred: mtbc0, true: mrmg0, file: sa1, noise: SIGNAL006.wav, level: 5 dB.
pred: fsag0, true: mrmg0, file: sa2, noise: SIGNAL012.wav, level: 5 dB.
pred: mpmb0, true: mrmh0, file: sa1, noise: SIGNAL024.wav, level: 5 dB.
pred: mgxp0, true: mrmh0, file: sa2, noise: SIGNAL007.wav, level: 5 dB.
pred: mjjg0, true: mrml0, file: sa1, noise: SIGNAL023.wav, level: 5 dB.
pred: mbar0, true: mrml0, file: sa2, noise: SIGNAL019.wav, level: 5 dB.
pred: mjjg0, true: mrms0, file: sa1, noise: SIGNAL012.wav, level: 5 dB.
pred: mbar0, true: mrms0, file: sa2, noise: SIGNAL022.wav, level: 5 dB.
pred: mpmb0, true: mrms1, file: sa1, noise: SIGNAL022.wav, level: 5 dB.
pred: mrtj0, true: mrms1, file: sa2, noise: SIGNAL005.wav, level: 5 dB.
pred: mctw0, true: mroa0, file: sa1, noise: SIGNAL003.wav, level: 5 dB.
pred: mroa0, true: mroa0, file: sa2, noise: SIGNAL022.wav, level: 5 dB.
pred: mrpc0, true: mrpc0, file: sa1, noise: SIGNAL001.wav, level: 5 dB.
pred: mntw0, true: mrpc0, file: sa2, noise: SIGNAL024.wav, level: 5 dB.
pred: mrml0, true: mrpc1, file: sa1, noise: SIGNAL015.wav, level: 5 dB.
pred: milb0, true: mrpc1, file: sa2, noise: SIGNAL023.wav, level: 5 dB.
pred: mrml0, true: mrpp0, file: sa1, noise: SIGNAL015.wav, level: 5 dB.
pred: mmeb0, true: mrpp0, file: sa2, noise: SIGNAL017.wav, level: 5 dB.
pred: mjls0, true: mrre0, file: sa1, noise: SIGNAL023.wav, level: 5 dB.
pred: mrml0, true: mrre0, file: sa2, noise: SIGNAL015.wav, level: 5 dB.
pred: mrrk0, true: mrrk0, file: sa1, noise: SIGNAL005.wav, level: 5 dB.
pred: mtmr0, true: mrrk0, file: sa2, noise: SIGNAL017.wav, level: 5 dB.
pred: mtbc0, true: mrso0, file: sa1, noise: SIGNAL006.wav, level: 5 dB.
pred: mrso0, true: mrso0, file: sa2, noise: SIGNAL009.wav, level: 5 dB.
pred: mrsp0, true: mrsp0, file: sa1, noise: SIGNAL024.wav, level: 5 dB.
pred: mrpc1, true: mrsp0, file: sa2, noise: SIGNAL013.wav, level: 5 dB.
pred: mdac0, true: mrtc0, file: sa1, noise: SIGNAL003.wav, level: 5 dB.
pred: majp0, true: mrtc0, file: sa2, noise: SIGNAL019.wav, level: 5 dB.
pred: mrtj0, true: mrtj0, file: sa1, noise: SIGNAL005.wav, level: 5 dB.
pred: majp0, true: mrtj0, file: sa2, noise: SIGNAL008.wav, level: 5 dB.
pred: fcdr1, true: mrtk0, file: sa1, noise: SIGNAL024.wav, level: 5 dB.
pred: mcmb0, true: mrtk0, file: sa2, noise: SIGNAL014.wav, level: 5 dB.
pred: mmbs0, true: mrvg0, file: sa1, noise: SIGNAL011.wav, level: 5 dB.
pred: mrvg0, true: mrvg0, file: sa2, noise: SIGNAL005.wav, level: 5 dB.
pred: mbar0, true: mrwa0, file: sa1, noise: SIGNAL013.wav, level: 5 dB.
pred: mvjh0, true: mrwa0, file: sa2, noise: SIGNAL017.wav, level: 5 dB.
pred: mbar0, true: mrws0, file: sa1, noise: SIGNAL013.wav, level: 5 dB.
pred: mdem0, true: mrws0, file: sa2, noise: SIGNAL001.wav, level: 5 dB.
pred: fsag0, true: mrws1, file: sa1, noise: SIGNAL012.wav, level: 5 dB.
pred: mwre0, true: mrws1, file: sa2, noise: SIGNAL024.wav, level: 5 dB.
pred: mctw0, true: mrxb0, file: sa1, noise: SIGNAL003.wav, level: 5 dB.
pred: mpmb0, true: mrxb0, file: sa2, noise: SIGNAL023.wav, level: 5 dB.
pred: msah1, true: msah1, file: sa1, noise: SIGNAL001.wav, level: 5 dB.
pred: mctw0, true: msah1, file: sa2, noise: SIGNAL021.wav, level: 5 dB.
pred: majp0, true: msas0, file: sa1, noise: SIGNAL018.wav, level: 5 dB.
pred: mbar0, true: msas0, file: sa2, noise: SIGNAL010.wav, level: 5 dB.
pred: mhmg0, true: msat0, file: sa1, noise: SIGNAL008.wav, level: 5 dB.
pred: mapv0, true: msat0, file: sa2, noise: SIGNAL017.wav, level: 5 dB.
pred: mkdt0, true: msat1, file: sa1, noise: SIGNAL018.wav, level: 5 dB.
pred: mtbc0, true: msat1, file: sa2, noise: SIGNAL005.wav, level: 5 dB.
pred: mdps0, true: msdb0, file: sa1, noise: SIGNAL003.wav, level: 5 dB.
pred: msdb0, true: msdb0, file: sa2, noise: SIGNAL009.wav, level: 5 dB.
pred: mpmb0, true: msdh0, file: sa1, noise: SIGNAL023.wav, level: 5 dB.
pred: mdrb0, true: msdh0, file: sa2, noise: SIGNAL014.wav, level: 5 dB.
pred: mrml0, true: msds0, file: sa1, noise: SIGNAL015.wav, level: 5 dB.
pred: fljg0, true: msds0, file: sa2, noise: SIGNAL001.wav, level: 5 dB.
pred: majp0, true: msem1, file: sa1, noise: SIGNAL018.wav, level: 5 dB.
pred: mctw0, true: msem1, file: sa2, noise: SIGNAL021.wav, level: 5 dB.
pred: mjar0, true: mses0, file: sa1, noise: SIGNAL007.wav, level: 5 dB.
pred: mtcs0, true: mses0, file: sa2, noise: SIGNAL017.wav, level: 5 dB.
pred: mctw0, true: msfh0, file: sa1, noise: SIGNAL005.wav, level: 5 dB.
pred: mrjh0, true: msfh0, file: sa2, noise: SIGNAL019.wav, level: 5 dB.
pred: mctw0, true: msfh1, file: sa1, noise: SIGNAL003.wav, level: 5 dB.
pred: mrtj0, true: msfh1, file: sa2, noise: SIGNAL013.wav, level: 5 dB.
pred: mbar0, true: msfv0, file: sa1, noise: SIGNAL010.wav, level: 5 dB.
pred: marw0, true: msfv0, file: sa2, noise: SIGNAL011.wav, level: 5 dB.
pred: msjk0, true: msjk0, file: sa1, noise: SIGNAL016.wav, level: 5 dB.
pred: fsag0, true: msjk0, file: sa2, noise: SIGNAL012.wav, level: 5 dB.
pred: mctw0, true: msjs1, file: sa1, noise: SIGNAL004.wav, level: 5 dB.
pred: mdwh0, true: msjs1, file: sa2, noise: SIGNAL011.wav, level: 5 dB.
pred: msjk0, true: mslb0, file: sa1, noise: SIGNAL024.wav, level: 5 dB.
pred: mctw0, true: mslb0, file: sa2, noise: SIGNAL021.wav, level: 5 dB.
pred: mbth0, true: msmc0, file: sa1, noise: SIGNAL003.wav, level: 5 dB.
pred: mtbc0, true: msmc0, file: sa2, noise: SIGNAL003.wav, level: 5 dB.
pred: mbar0, true: msmr0, file: sa1, noise: SIGNAL010.wav, level: 5 dB.
pred: mbar0, true: msmr0, file: sa2, noise: SIGNAL010.wav, level: 5 dB.
pred: fsag0, true: msms0, file: sa1, noise: SIGNAL012.wav, level: 5 dB.
pred: mctw0, true: msms0, file: sa2, noise: SIGNAL002.wav, level: 5 dB.
pred: mjjg0, true: msrg0, file: sa1, noise: SIGNAL024.wav, level: 5 dB.
pred: mpmb0, true: msrg0, file: sa2, noise: SIGNAL021.wav, level: 5 dB.
pred: mrcg0, true: msrr0, file: sa1, noise: SIGNAL011.wav, level: 5 dB.
pred: majp0, true: msrr0, file: sa2, noise: SIGNAL011.wav, level: 5 dB.
pred: mctw0, true: mstf0, file: sa1, noise: SIGNAL002.wav, level: 5 dB.
pred: fbmj0, true: mstf0, file: sa2, noise: SIGNAL011.wav, level: 5 dB.
pred: majp0, true: mstk0, file: sa1, noise: SIGNAL008.wav, level: 5 dB.
pred: majp0, true: mstk0, file: sa2, noise: SIGNAL012.wav, level: 5 dB.
pred: mjjg0, true: msvs0, file: sa1, noise: SIGNAL023.wav, level: 5 dB.
pred: mmbs0, true: msvs0, file: sa2, noise: SIGNAL011.wav, level: 5 dB.
pred: mpmb0, true: mtaa0, file: sa1, noise: SIGNAL007.wav, level: 5 dB.
pred: majp0, true: mtaa0, file: sa2, noise: SIGNAL018.wav, level: 5 dB.
pred: mpmb0, true: mtab0, file: sa1, noise: SIGNAL024.wav, level: 5 dB.
pred: mkam0, true: mtab0, file: sa2, noise: SIGNAL001.wav, level: 5 dB.
pred: mctw0, true: mtas0, file: sa1, noise: SIGNAL021.wav, level: 5 dB.
pred: mgjf0, true: mtas0, file: sa2, noise: SIGNAL015.wav, level: 5 dB.
pred: mdlh0, true: mtas1, file: sa1, noise: SIGNAL017.wav, level: 5 dB.
pred: mtas1, true: mtas1, file: sa2, noise: SIGNAL009.wav, level: 5 dB.
pred: mctw0, true: mtat0, file: sa1, noise: SIGNAL021.wav, level: 5 dB.
pred: mmeb0, true: mtat0, file: sa2, noise: SIGNAL008.wav, level: 5 dB.
pred: mgag0, true: mtat1, file: sa1, noise: SIGNAL020.wav, level: 5 dB.
pred: majp0, true: mtat1, file: sa2, noise: SIGNAL006.wav, level: 5 dB.
pred: fsag0, true: mtbc0, file: sa1, noise: SIGNAL012.wav, level: 5 dB.
pred: mctw0, true: mtbc0, file: sa2, noise: SIGNAL002.wav, level: 5 dB.
pred: medr0, true: mtcs0, file: sa1, noise: SIGNAL017.wav, level: 5 dB.
pred: mgsl0, true: mtcs0, file: sa2, noise: SIGNAL004.wav, level: 5 dB.
pred: mgag0, true: mtdb0, file: sa1, noise: SIGNAL020.wav, level: 5 dB.
pred: mtbc0, true: mtdb0, file: sa2, noise: SIGNAL004.wav, level: 5 dB.
pred: fkfb0, true: mtdp0, file: sa1, noise: SIGNAL007.wav, level: 5 dB.
pred: fjsa0, true: mtdp0, file: sa2, noise: SIGNAL007.wav, level: 5 dB.
pred: mctw0, true: mtdt0, file: sa1, noise: SIGNAL002.wav, level: 5 dB.
pred: mrcg0, true: mtdt0, file: sa2, noise: SIGNAL001.wav, level: 5 dB.
pred: mrlj0, true: mteb0, file: sa1, noise: SIGNAL006.wav, level: 5 dB.
pred: majp0, true: mteb0, file: sa2, noise: SIGNAL005.wav, level: 5 dB.
pred: mpmb0, true: mter0, file: sa1, noise: SIGNAL014.wav, level: 5 dB.
pred: mejs0, true: mter0, file: sa2, noise: SIGNAL021.wav, level: 5 dB.
pred: mthc0, true: mthc0, file: sa1, noise: SIGNAL001.wav, level: 5 dB.
pred: mgag0, true: mthc0, file: sa2, noise: SIGNAL020.wav, level: 5 dB.
pred: fbmj0, true: mtjg0, file: sa1, noise: SIGNAL020.wav, level: 5 dB.
pred: mtbc0, true: mtjg0, file: sa2, noise: SIGNAL006.wav, level: 5 dB.
pred: mesg0, true: mtjm0, file: sa1, noise: SIGNAL005.wav, level: 5 dB.
pred: mtbc0, true: mtjm0, file: sa2, noise: SIGNAL005.wav, level: 5 dB.
pred: mtjs0, true: mtjs0, file: sa1, noise: SIGNAL017.wav, level: 5 dB.
pred: mpmb0, true: mtjs0, file: sa2, noise: SIGNAL021.wav, level: 5 dB.
pred: mtdp0, true: mtju0, file: sa1, noise: SIGNAL003.wav, level: 5 dB.
pred: msjk0, true: mtju0, file: sa2, noise: SIGNAL010.wav, level: 5 dB.
pred: mbar0, true: mtkd0, file: sa1, noise: SIGNAL010.wav, level: 5 dB.
pred: fsag0, true: mtkd0, file: sa2, noise: SIGNAL012.wav, level: 5 dB.
pred: mtkp0, true: mtkp0, file: sa1, noise: SIGNAL016.wav, level: 5 dB.
pred: mpmb0, true: mtkp0, file: sa2, noise: SIGNAL023.wav, level: 5 dB.
pred: mpmb0, true: mtlb0, file: sa1, noise: SIGNAL007.wav, level: 5 dB.
pred: mlih0, true: mtlb0, file: sa2, noise: SIGNAL007.wav, level: 5 dB.
pred: mmgc0, true: mtlc0, file: sa1, noise: SIGNAL010.wav, level: 5 dB.
pred: mtlc0, true: mtlc0, file: sa2, noise: SIGNAL013.wav, level: 5 dB.
pred: mwac0, true: mtls0, file: sa1, noise: SIGNAL017.wav, level: 5 dB.
pred: majp0, true: mtls0, file: sa2, noise: SIGNAL021.wav, level: 5 dB.
pred: mdac0, true: mtml0, file: sa1, noise: SIGNAL003.wav, level: 5 dB.
pred: mcmb0, true: mtml0, file: sa2, noise: SIGNAL022.wav, level: 5 dB.
pred: mdwh0, true: mtmn0, file: sa1, noise: SIGNAL011.wav, level: 5 dB.
pred: mstf0, true: mtmn0, file: sa2, noise: SIGNAL017.wav, level: 5 dB.
pred: mrds0, true: mtmr0, file: sa1, noise: SIGNAL017.wav, level: 5 dB.
pred: majp0, true: mtmr0, file: sa2, noise: SIGNAL020.wav, level: 5 dB.
pred: mtrr0, true: mtmt0, file: sa1, noise: SIGNAL001.wav, level: 5 dB.
pred: mctw0, true: mtmt0, file: sa2, noise: SIGNAL004.wav, level: 5 dB.
pred: mmdb1, true: mtpf0, file: sa1, noise: SIGNAL018.wav, level: 5 dB.
pred: mtpf0, true: mtpf0, file: sa2, noise: SIGNAL016.wav, level: 5 dB.
pred: mtbc0, true: mtpg0, file: sa1, noise: SIGNAL006.wav, level: 5 dB.
pred: mgwt0, true: mtpg0, file: sa2, noise: SIGNAL017.wav, level: 5 dB.
pred: mctw0, true: mtpp0, file: sa1, noise: SIGNAL004.wav, level: 5 dB.
pred: mbar0, true: mtpp0, file: sa2, noise: SIGNAL010.wav, level: 5 dB.
pred: mrml0, true: mtpr0, file: sa1, noise: SIGNAL015.wav, level: 5 dB.
pred: mejs0, true: mtpr0, file: sa2, noise: SIGNAL014.wav, level: 5 dB.
pred: majp0, true: mtqc0, file: sa1, noise: SIGNAL019.wav, level: 5 dB.
pred: mpmb0, true: mtqc0, file: sa2, noise: SIGNAL024.wav, level: 5 dB.
pred: fsag0, true: mtrc0, file: sa1, noise: SIGNAL012.wav, level: 5 dB.
pred: mtrc0, true: mtrc0, file: sa2, noise: SIGNAL001.wav, level: 5 dB.
pred: mrml0, true: mtrr0, file: sa1, noise: SIGNAL015.wav, level: 5 dB.
pred: mpmb0, true: mtrr0, file: sa2, noise: SIGNAL021.wav, level: 5 dB.
pred: mbar0, true: mtrt0, file: sa1, noise: SIGNAL010.wav, level: 5 dB.
pred: mmeb0, true: mtrt0, file: sa2, noise: SIGNAL008.wav, level: 5 dB.
pred: mmeb0, true: mtwh0, file: sa1, noise: SIGNAL008.wav, level: 5 dB.
pred: mctw0, true: mtwh0, file: sa2, noise: SIGNAL021.wav, level: 5 dB.
pred: mbar0, true: mtwh1, file: sa1, noise: SIGNAL010.wav, level: 5 dB.
pred: mbar0, true: mtwh1, file: sa2, noise: SIGNAL022.wav, level: 5 dB.
pred: mbma1, true: mtxs0, file: sa1, noise: SIGNAL018.wav, level: 5 dB.
pred: majp0, true: mtxs0, file: sa2, noise: SIGNAL018.wav, level: 5 dB.
pred: mctw0, true: mvjh0, file: sa1, noise: SIGNAL004.wav, level: 5 dB.
pred: msrr0, true: mvjh0, file: sa2, noise: SIGNAL017.wav, level: 5 dB.
pred: mejs0, true: mvlo0, file: sa1, noise: SIGNAL005.wav, level: 5 dB.
pred: mpmb0, true: mvlo0, file: sa2, noise: SIGNAL022.wav, level: 5 dB.
pred: mdrb0, true: mvrw0, file: sa1, noise: SIGNAL014.wav, level: 5 dB.
pred: mbar0, true: mvrw0, file: sa2, noise: SIGNAL013.wav, level: 5 dB.
pred: fhew0, true: mwac0, file: sa1, noise: SIGNAL023.wav, level: 5 dB.
pred: majp0, true: mwac0, file: sa2, noise: SIGNAL021.wav, level: 5 dB.
pred: mbar0, true: mwad0, file: sa1, noise: SIGNAL015.wav, level: 5 dB.
pred: majp0, true: mwad0, file: sa2, noise: SIGNAL018.wav, level: 5 dB.
pred: mctw0, true: mwar0, file: sa1, noise: SIGNAL004.wav, level: 5 dB.
pred: mrmh0, true: mwar0, file: sa2, noise: SIGNAL007.wav, level: 5 dB.
pred: mwbt0, true: mwbt0, file: sa1, noise: SIGNAL023.wav, level: 5 dB.
pred: fsag0, true: mwbt0, file: sa2, noise: SIGNAL012.wav, level: 5 dB.
pred: mfrm0, true: mwch0, file: sa1, noise: SIGNAL009.wav, level: 5 dB.
pred: mctw0, true: mwch0, file: sa2, noise: SIGNAL021.wav, level: 5 dB.
pred: mgag0, true: mwdk0, file: sa1, noise: SIGNAL020.wav, level: 5 dB.
pred: mwre0, true: mwdk0, file: sa2, noise: SIGNAL023.wav, level: 5 dB.
pred: mpmb0, true: mwem0, file: sa1, noise: SIGNAL019.wav, level: 5 dB.
pred: marw0, true: mwem0, file: sa2, noise: SIGNAL013.wav, level: 5 dB.
pred: mpab0, true: mwew0, file: sa1, noise: SIGNAL013.wav, level: 5 dB.
pred: mctw0, true: mwew0, file: sa2, noise: SIGNAL007.wav, level: 5 dB.
pred: mdrb0, true: mwgr0, file: sa1, noise: SIGNAL014.wav, level: 5 dB.
pred: fsls0, true: mwgr0, file: sa2, noise: SIGNAL024.wav, level: 5 dB.
pred: mdld0, true: mwjg0, file: sa1, noise: SIGNAL024.wav, level: 5 dB.
pred: mrkm0, true: mwjg0, file: sa2, noise: SIGNAL014.wav, level: 5 dB.
pred: mwre0, true: mwre0, file: sa1, noise: SIGNAL007.wav, level: 5 dB.
pred: mmeb0, true: mwre0, file: sa2, noise: SIGNAL008.wav, level: 5 dB.
pred: mctw0, true: mwrp0, file: sa1, noise: SIGNAL021.wav, level: 5 dB.
pred: mwrp0, true: mwrp0, file: sa2, noise: SIGNAL024.wav, level: 5 dB.
pred: mdwh0, true: mwsb0, file: sa1, noise: SIGNAL011.wav, level: 5 dB.
pred: fsag0, true: mwsb0, file: sa2, noise: SIGNAL012.wav, level: 5 dB.
pred: mmvp0, true: mwsh0, file: sa1, noise: SIGNAL015.wav, level: 5 dB.
pred: mpmb0, true: mwsh0, file: sa2, noise: SIGNAL023.wav, level: 5 dB.
pred: mntw0, true: mwvw0, file: sa1, noise: SIGNAL024.wav, level: 5 dB.
pred: fjsa0, true: mwvw0, file: sa2, noise: SIGNAL023.wav, level: 5 dB.
pred: mgjf0, true: mzmb0, file: sa1, noise: SIGNAL015.wav, level: 5 dB.
pred: mzmb0, true: mzmb0, file: sa2, noise: SIGNAL013.wav, level: 5 dB.
pred: flag0, true: fadg0, file: sa1, noise: SIGNAL020.wav, level: 10 dB.
pred: flag0, true: fadg0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: fscn0, true: faem0, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: fnkl0, true: faem0, file: sa2, noise: SIGNAL008.wav, level: 10 dB.
pred: fdxw0, true: fajw0, file: sa1, noise: SIGNAL004.wav, level: 10 dB.
pred: fajw0, true: fajw0, file: sa2, noise: SIGNAL018.wav, level: 10 dB.
pred: faks0, true: faks0, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: faks0, true: faks0, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: fjrp1, true: falk0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: falk0, true: falk0, file: sa2, noise: SIGNAL019.wav, level: 10 dB.
pred: fbjl0, true: falr0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: fmkf0, true: falr0, file: sa2, noise: SIGNAL019.wav, level: 10 dB.
pred: fdxw0, true: fapb0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: fcdr1, true: fapb0, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: fasw0, true: fasw0, file: sa1, noise: SIGNAL018.wav, level: 10 dB.
pred: fbjl0, true: fasw0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: mrcg0, true: fawf0, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: fjrp1, true: fawf0, file: sa2, noise: SIGNAL018.wav, level: 10 dB.
pred: fbas0, true: fbas0, file: sa1, noise: SIGNAL018.wav, level: 10 dB.
pred: frew0, true: fbas0, file: sa2, noise: SIGNAL003.wav, level: 10 dB.
pred: fjdm2, true: fbcg1, file: sa1, noise: SIGNAL011.wav, level: 10 dB.
pred: flag0, true: fbcg1, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: fgmb0, true: fbch0, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: fbch0, true: fbch0, file: sa2, noise: SIGNAL005.wav, level: 10 dB.
pred: flet0, true: fbjl0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: flac0, true: fbjl0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: fjrp1, true: fblv0, file: sa1, noise: SIGNAL009.wav, level: 10 dB.
pred: fkms0, true: fblv0, file: sa2, noise: SIGNAL018.wav, level: 10 dB.
pred: fbmh0, true: fbmh0, file: sa1, noise: SIGNAL022.wav, level: 10 dB.
pred: frew0, true: fbmh0, file: sa2, noise: SIGNAL003.wav, level: 10 dB.
pred: fbmj0, true: fbmj0, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: fbmj0, true: fbmj0, file: sa2, noise: SIGNAL017.wav, level: 10 dB.
pred: fjen0, true: fcag0, file: sa1, noise: SIGNAL007.wav, level: 10 dB.
pred: fleh0, true: fcag0, file: sa2, noise: SIGNAL001.wav, level: 10 dB.
pred: fpac0, true: fcaj0, file: sa1, noise: SIGNAL011.wav, level: 10 dB.
pred: fbjl0, true: fcaj0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: fclt0, true: fcal1, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: fcal1, true: fcal1, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: mrcg0, true: fcau0, file: sa1, noise: SIGNAL009.wav, level: 10 dB.
pred: fexm0, true: fcau0, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: fcdr1, true: fcdr1, file: sa1, noise: SIGNAL019.wav, level: 10 dB.
pred: fcdr1, true: fcdr1, file: sa2, noise: SIGNAL024.wav, level: 10 dB.
pred: faks0, true: fceg0, file: sa1, noise: SIGNAL007.wav, level: 10 dB.
pred: fpad0, true: fceg0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: fjrb0, true: fcft0, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: fcmh1, true: fcft0, file: sa2, noise: SIGNAL014.wav, level: 10 dB.
pred: flag0, true: fcjf0, file: sa1, noise: SIGNAL007.wav, level: 10 dB.
pred: fsjs0, true: fcjf0, file: sa2, noise: SIGNAL019.wav, level: 10 dB.
pred: fclt0, true: fcjs0, file: sa1, noise: SIGNAL014.wav, level: 10 dB.
pred: fcjs0, true: fcjs0, file: sa2, noise: SIGNAL017.wav, level: 10 dB.
pred: fjas0, true: fcke0, file: sa1, noise: SIGNAL019.wav, level: 10 dB.
pred: fcmh1, true: fcke0, file: sa2, noise: SIGNAL002.wav, level: 10 dB.
pred: fclt0, true: fclt0, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: fbjl0, true: fclt0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: fcmg0, true: fcmg0, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
